Experiment,ExperimentName,Rotation,Gender,Order,Subject,AgeInMonths,AgeinYears,RunningOrder_List,CorrectResponse,ResponseCode,Response,ResponseRT,DisplayQuestion1.RTTime,Multi,Item,NewItem,Operation,Procedure,QuestionText,Position,Referent,Running
1,RyanMaths_Order2F_B,2,F,B,13,97,8,13,5{SPACE},1,5{SPACE},10868,342121,Object,7,31,Subtraction,QuestionProc1,"Sam had 8 stickers and cards, but gave 3 away. How many items did he have left?",First,Other,MultiObjQuestions
1,RyanMaths_Order2F_B,2,F,B,13,97,8,19,4{SPACE},1,4{SPACE},16821,457437,Object,8,32,Subtraction,QuestionProc1,"Sam had 9 fruits altogether, a mix of grapes and oranges. If 5 were grapes, how many were oranges?",First,Other,MultiObjQuestions
1,RyanMaths_Order2F_B,2,F,B,13,97,8,16,7{SPACE},1,7{SPACE},59368,427465,Object,9,33,Subtraction,QuestionProc1,Sam has 11 toys. He has 4 fewer books than toys. How many books does he have?,First,Other,MultiObjQuestions
1,RyanMaths_Order2F_B,2,F,B,13,97,8,7,9{SPACE},1,9{SPACE},17627,149850,Object,10,34,Subtraction,QuestionProc1,"From the store, Sam bought 14 pictures and puzzles, but gave away 5. How many items does he have left?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order2F_B,2,F,B,13,97,8,1,8{SPACE},0,22{SPACE},17012,68108,Object,11,35,Subtraction,QuestionProc1,"For drinks, Sam has a mix of 15 cartons and bottles. If 7 are cartons, how many are bottles?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order2F_B,2,F,B,13,97,8,18,5{SPACE},0,{SPACE},844,440589,Object,12,36,Subtraction,QuestionProc1,"For the collection, Sam has 11 bags. He has 6 fewer boxes than bags. How many boxes does he have?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order2F_B,2,F,B,13,97,8,15,8{SPACE},1,8{SPACE},8452,368069,Object,13,37,Addition,QuestionProc1,You have 3 stickers and also have 5 cards. How many items do you have altogether?,First,Self,MultiObjQuestions
1,RyanMaths_Order2F_B,2,F,B,13,97,8,2,9{SPACE},1,9{SPACE},11624,79760,Object,14,38,Addition,QuestionProc1,You had 5 grapes then you were given 4 oranges. How many pieces of fruit do you have now?,First,Self,MultiObjQuestions
1,RyanMaths_Order2F_B,2,F,B,13,97,8,6,11{SPACE},1,11{SPACE},21553,132196,Object,15,39,Addition,QuestionProc1,You took 4 toys and 7 books to the sleepover. How many things did you take to the sleepover altogether?,First,Self,MultiObjQuestions
1,RyanMaths_Order2F_B,2,F,B,13,97,8,20,14{SPACE},1,14{SPACE},13301,470766,Object,16,40,Addition,QuestionProc1,"Altogether, you have 5 pictures and 9 puzzles. How many items do you have?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order2F_B,2,F,B,13,97,8,11,15{SPACE},1,15{SPACE},56036,308216,Object,17,41,Addition,QuestionProc1,"First you had 7 cartons, then you were given 8 bottles. How many drinks do you have now?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order2F_B,2,F,B,13,97,8,17,11{SPACE},1,11{SPACE},12224,439717,Object,18,42,Addition,QuestionProc1,"For the collection, you brought 5 bags and 6 boxes. How many items did you bring altogether?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order2F_B,2,F,B,13,97,8,21,6{SPACE},1,6{SPACE},11622,482416,Object,19,43,Subtraction,QuestionProc1,You had 14 apples and bananas but gave 8 away. How many pieces of fruit did you have left?,First,Self,MultiObjQuestions
1,RyanMaths_Order2F_B,2,F,B,13,97,8,22,2{SPACE},1,2{SPACE},16469,498912,Object,20,44,Subtraction,QuestionProc1,"Your 6-item stationery pack included both pencils and notepads. If 4 were pencils, how many were notepads?",First,Self,MultiObjQuestions
1,RyanMaths_Order2F_B,2,F,B,13,97,8,12,7{SPACE},1,7{SPACE},22983,331226,Object,21,45,Subtraction,QuestionProc1,You have 12 games. You have 5 fewer songs than games. How many songs do you have?,First,Self,MultiObjQuestions
1,RyanMaths_Order2F_B,2,F,B,13,97,8,10,7{SPACE},1,7{SPACE},12648,252151,Object,22,46,Subtraction,QuestionProc1,"From the bakery, you bought 10 sweets and doughnuts, but gave 3 away. How many did you have left?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order2F_B,2,F,B,13,97,8,8,2{SPACE},1,2{SPACE},63352,213231,Object,23,47,Subtraction,QuestionProc1,"At the competition, you won 8 stickers and medals. If 6 were stickers, how many were medals?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order2F_B,2,F,B,13,97,8,9,6{SPACE},1,6{SPACE},26217,239475,Object,24,48,Subtraction,QuestionProc1,"For the party, you bought 10 cakes. You bought 4 fewer cookies than cakes. How many cookies did you buy? ",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,20,13{SPACE},1,13{SPACE},21142,679953,Object,1,1,Addition,QuestionProc1,You have 4 apples and also have 9 bananas. How many pieces of fruit do you have altogether?,First,Self,MultiObjQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,1,10{SPACE},1,10{SPACE},11930,380995,Object,2,2,Addition,QuestionProc1,"You had 8 pencils, then you got 2 notepads. How many things do you have now?",First,Self,MultiObjQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,24,7{SPACE},1,7{SPACE},11833,777489,Object,3,3,Addition,QuestionProc1,You bought 3 games and 4 songs for the journey. How many things did you buy for the journey?,First,Self,MultiObjQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,22,13{SPACE},1,13{SPACE},15841,729507,Object,4,4,Addition,QuestionProc1,Altogether you have 7 sweets and 6 doughnuts. How many snacks do you have?,NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,14,12{SPACE},1,12{SPACE},9966,547543,Object,5,5,Addition,QuestionProc1,"At the competition, you won 8 stickers and 4 medals. How many prizes did you win altogether? ",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,8,11{SPACE},1,11{SPACE},9212,472633,Object,6,6,Addition,QuestionProc1,"For the party, you bought 2 cakes and 9 cookies. How many snacks did you buy altogether?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,18,9{SPACE},1,9{SPACE},9843,648936,Object,7,7,Subtraction,QuestionProc1,"You had 12 stickers and cards, but gave 3 away. How many items did you have left?",First,Self,MultiObjQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,3,7{SPACE},0,11{SPACE},7302,409623,Object,8,8,Subtraction,QuestionProc1,"You had 9 fruits altogether, a mix of grapes and oranges. If 2 were grapes, how many were oranges?",First,Self,MultiObjQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,9,5{SPACE},1,5{SPACE},17617,490280,Object,9,9,Subtraction,QuestionProc1,You have 13 toys. You have 8 fewer books than toys. How many books do you have?,First,Self,MultiObjQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,23,3{SPACE},1,3{SPACE},36090,765626,Object,10,10,Subtraction,QuestionProc1,"From the store, you bought 9 pictures and puzzles, but gave away 6. How many items did you have left?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,2,3{SPACE},0,19{SPACE},21263,402285,Object,11,11,Subtraction,QuestionProc1,"For drinks, you have a mix of 11 cartons and bottles. If 8 are cartons, how many are bottles?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,11,9{SPACE},1,9{SPACE},12196,517016,Object,12,12,Subtraction,QuestionProc1,"For the collection, you have 15 bags. You have 6 fewer boxes than bags. How many boxes do you have?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,7,12{SPACE},1,12{SPACE},10543,463389,Object,13,13,Addition,QuestionProc1,Sam has 3 stickers and also has 9 cards. How many items does she have altogether?,First,Other,MultiObjQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,6,9{SPACE},1,9{SPACE},12880,452820,Object,14,14,Addition,QuestionProc1,Sam had 2 grapes then she was given 7 oranges. How many pieces of fruit does she have now?,First,Other,MultiObjQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,4,13{SPACE},1,13{SPACE},15991,425640,Object,15,15,Addition,QuestionProc1,Sam took 8 toys and 5 books to the sleepover. How many things did she take to the sleepover altogether?,First,Other,MultiObjQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,21,9{SPACE},1,9{SPACE},33638,713631,Object,16,16,Addition,QuestionProc1,"Altogether, Sam has 6 pictures and 3 puzzles. How many items does she have?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,19,11{SPACE},1,11{SPACE},9807,658776,Object,17,17,Addition,QuestionProc1,"First Sam had 8 cartons, then she was given 3 bottles. How many drinks does she have now?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,5,15{SPACE},1,15{SPACE},14247,439916,Object,18,18,Addition,QuestionProc1,"For the collection, Sam brought 6 bags and 9 boxes. How many items did she bring altogether?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,15,9{SPACE},1,9{SPACE},14483,562068,Object,19,19,Subtraction,QuestionProc1,Sam had 13 apples and bananas but gave 4 away. How many pieces of fruit did she have left?,First,Other,MultiObjQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,16,2{SPACE},1,2{SPACE},32270,594377,Object,20,20,Subtraction,QuestionProc1,"Sam's 10-item stationery pack included both pencils and notepads. If 8 were pencils, how many were notepads?",First,Other,MultiObjQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,10,4{SPACE},1,4{SPACE},14464,504780,Object,21,21,Subtraction,QuestionProc1,Sam has 7 games. She has 3 fewer songs than games. How many songs does she have?,First,Other,MultiObjQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,13,6{SPACE},1,6{SPACE},12173,537543,Object,22,22,Subtraction,QuestionProc1,"From the bakery, Sam bought 13 sweets and doughnuts, but gave 7 away. How many did she have left?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,17,4{SPACE},1,4{SPACE},44649,639062,Object,23,23,Subtraction,QuestionProc1,"At the competition, Sam won 12 stickers and medals. If 8 were stickers, how many were medals?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,12,9{SPACE},1,9{SPACE},8301,525345,Object,24,24,Subtraction,QuestionProc1,"For the party, Sam bought 11 cakes. She bought 2 fewer cookies than cakes. How many cookies did she buy? ",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,8,14{SPACE},1,14{SPACE},8668,191886,Referent,1,25,Addition,QuestionProc,You have 8 apples and John has 6 apples. How many apples are there altogether?,First,Self,MultiRefQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,9,6{SPACE},1,6{SPACE},8341,200252,Referent,2,26,Addition,QuestionProc,You had 4 pencils and Sarah gave you 2 more. How many pencils do you have now?,First,Self,MultiRefQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,2,12{SPACE},1,12{SPACE},10221,91756,Referent,3,27,Addition,QuestionProc,You brought 5 games to the sleepover and Chris brought 7. How many games were brought to the sleepover altogether? ,First,Self,MultiRefQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,22,10{SPACE},1,10{SPACE},6472,315686,Referent,4,28,Addition,QuestionProc,Anna has 3 sweets and you have 7 sweets. How many sweets are there altogether?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,3,8{SPACE},1,8{SPACE},4283,96076,Referent,5,29,Addition,QuestionProc,David has 6 stickers and you gave him 2 more stickers. How many stickers does David have now?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,18,10{SPACE},1,10{SPACE},10834,282929,Referent,6,30,Addition,QuestionProc,Beth brought 6 cakes to the party and you brought 4 more. How many cakes were brought to the party?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,4,5{SPACE},1,5{SPACE},9026,105132,Referent,7,31,Subtraction,QuestionProc,"You had 8 stickers but you gave some to Gareth. If you then had 3 stickers, how many did you give away?",First,Self,MultiRefQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,17,4{SPACE},0,14{SPACE},6692,272059,Referent,8,32,Subtraction,QuestionProc,You had 9 grapes but Zahra took 5. How many grapes do you have now?,First,Self,MultiRefQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,20,7{SPACE},1,7{SPACE},10646,300027,Referent,9,33,Subtraction,QuestionProc,You have 11 toys. Shaun has 4 fewer toys than you. How many does Shaun have?,First,Self,MultiRefQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,7,9{SPACE},1,9{SPACE},14333,183179,Referent,10,34,Subtraction,QuestionProc,"Abbie had 14 pictures but she gave some to you. She then had 5 pictures, how many did she give to you?",NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,23,8{SPACE},1,8{SPACE},15371,331097,Referent,11,35,Subtraction,QuestionProc,Ross had 15 cartons. You took 7 of them. How many cartons does Ross have now?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,24,5{SPACE},1,5{SPACE},29005,360135,Referent,12,36,Subtraction,QuestionProc,Catherine has 11 bags. You have 6 fewer bags than Catherine. How many bags do you have?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,15,8{SPACE},1,8{SPACE},7714,253597,Referent,13,37,Addition,QuestionProc,Sam has 3 stickers and Jack has 5 stickers. How many stickers do they have altogether?,First,Other,MultiRefQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,14,9{SPACE},1,9{SPACE},10339,245847,Referent,14,38,Addition,QuestionProc,Sam had 5 grapes and Rachel gave her 4 more. How many grapes does Sam have now?,First,Other,MultiRefQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,10,11{SPACE},1,11{SPACE},10595,210882,Referent,15,39,Addition,QuestionProc,"Sam brought 4 toys to school, and Joe brought 7 more. How many toys were brought altogether? ",First,Other,MultiRefQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,11,14{SPACE},1,14{SPACE},9686,220598,Referent,16,40,Addition,QuestionProc,Eva has 5 pictures and Sam has 9 pictures. How many pictures do they have altogether?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,1,15{SPACE},1,15{SPACE},12297,81509,Referent,17,41,Addition,QuestionProc,Nathan has 7 cartoons and Sam gave him 8 more. How many cartoons does Nathan have now?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,16,11{SPACE},0,12{SPACE},11702,265329,Referent,18,42,Addition,QuestionProc,"Rose bought 5 bags for the trip, and Sam bought 6 more. How many bags did they buy altogether?",NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,6,6{SPACE},1,6{SPACE},21637,168818,Referent,19,43,Subtraction,QuestionProc,"Sam had 14 apples. She gave some apples to Angus, and had 8 left. How many apples did she give away?",First,Other,MultiRefQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,12,2{SPACE},0,10{SPACE},6409,227046,Referent,20,44,Subtraction,QuestionProc,Sam had 6 pencils but Jessica took 4 of them. How many pencils does Sam have now?,First,Other,MultiRefQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,5,7{SPACE},0,8{SPACE},41985,147150,Referent,21,45,Subtraction,QuestionProc,Sam has 12 games. Murray has 5 fewer games than Sam. How many games does Murray have?,First,Other,MultiRefQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,21,7{SPACE},1,7{SPACE},9122,309177,Referent,22,46,Subtraction,QuestionProc,"Ashleigh had 10 sweets. She gave some to Sam, then had 3 sweets left. How many sweets did she give away?",NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,13,2{SPACE},1,2{SPACE},8388,235470,Referent,23,47,Subtraction,QuestionProc,Ethan had 8 stickers but Sam took 6 of them. How many stickers does Ethan have now?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order3M_A,3,M,A,16,108,9,19,6{SPACE},1,6{SPACE},6385,289354,Referent,24,48,Subtraction,QuestionProc,Fiona has 10 cakes and Sam has 4 fewer cakes than Fiona. How many cakes does Sam have? ,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,7,13{SPACE},1,13{SPACE},11047,326782,Referent,1,1,Addition,QuestionProc,You have 4 apples and John has 9 apples. How many apples are there altogether?,First,Self,MultiRefQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,19,10{SPACE},1,10{SPACE},10610,518280,Referent,2,2,Addition,QuestionProc,You have 8 pencils and Sarah gave you 2 more. How many pencils do you have now?,First,Self,MultiRefQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,21,7{SPACE},1,7{SPACE},13945,548983,Referent,3,3,Addition,QuestionProc,You brought 3 games to the sleepover and Chris brought 4. How many games were brought to the sleepover altogether? ,First,Self,MultiRefQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,5,13{SPACE},1,13{SPACE},18265,302608,Referent,4,4,Addition,QuestionProc,Anna has 7 sweets and you have 6 sweets. How many sweets are there altogether?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,18,12{SPACE},1,12{SPACE},11929,507643,Referent,5,5,Addition,QuestionProc,David has 8 stickers and you gave him 4 more stickers. How many stickers does David have now?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,1,11{SPACE},1,11{SPACE},11577,248800,Referent,6,6,Addition,QuestionProc,Beth brought 2 cakes to the party and you brought 9 more. How many cakes were brought to the party?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,8,9{SPACE},1,9{SPACE},18140,344949,Referent,7,7,Subtraction,QuestionProc,"You had 12 stickers and you gave some to Gareth. You then had 3 stickers, how many did you give away?",First,Self,MultiRefQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,4,7{SPACE},0,11{SPACE},8980,284316,Referent,8,8,Subtraction,QuestionProc,You had 9 grapes but Zahra took 2. How many grapes do you have now?,First,Self,MultiRefQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,11,5{SPACE},0,21{SPACE},21815,402719,Referent,9,9,Subtraction,QuestionProc,You have 13 toys. Shaun has 8 fewer toys than you. How many does Shaun have?,First,Self,MultiRefQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,3,3{SPACE},0,15{SPACE},13999,275306,Referent,10,10,Subtraction,QuestionProc,"Abbie had 9 pictures and she gave some to you. She then had 6 pictures, how many did she give to you?",NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,12,3{SPACE},1,3{SPACE},25508,428255,Referent,11,11,Subtraction,QuestionProc,Ross had 11 cartons but you took 8 of them. How many cartons does Ross have now?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,16,9{SPACE},1,9{SPACE},25009,484504,Referent,12,12,Subtraction,QuestionProc,Catherine has 15 bags. You have 6 fewer bags than Catherine. How many bags do you have?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,23,12{SPACE},0,6{SPACE},3774,558446,Referent,13,13,Addition,QuestionProc,Sam has 3 stickers and Jack has 9 stickers. How many do they have altogether?,First,Other,MultiRefQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,2,9{SPACE},1,9{SPACE},12453,261280,Referent,14,14,Addition,QuestionProc,Sam has 2 grapes and Rachel gave him 7 more. How many grapes does Sam have now?,First,Other,MultiRefQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,17,13{SPACE},1,13{SPACE},11155,495686,Referent,15,15,Addition,QuestionProc,"Sam brought 8 toys to school, and Joe brought 5 more. How many toys were brought altogether? ",First,Other,MultiRefQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,22,9{SPACE},1,9{SPACE},5635,554646,Referent,16,16,Addition,QuestionProc,Eva has 6 pictures and Sam has 3 pictures. How many pictures do they have altogether?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,15,11{SPACE},1,11{SPACE},14174,459459,Referent,17,17,Addition,QuestionProc,Nathan has 8 cartoons and Sam gave him 3 more. How many cartoons does Nathan have now?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,10,15{SPACE},0,3{SPACE},15449,380876,Referent,18,18,Addition,QuestionProc,"Rose bought 6 bags to the trip, and Sam bought 9 more. How many bags were bought for the trip?",NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,9,9{SPACE},1,9{SPACE},20420,365398,Referent,19,19,Subtraction,QuestionProc,"Sam had 13 apples. He gave some apples to Angus, and had 4 left. How many apples did he give away?",First,Other,MultiRefQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,14,2{SPACE},1,2{SPACE},10235,445258,Referent,20,20,Subtraction,QuestionProc,Sam had 10 pencils but Jessica took 8 of them. How many pencils does Sam have now?,First,Other,MultiRefQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,24,4{SPACE},1,4{SPACE},7346,565820,Referent,21,21,Subtraction,QuestionProc,Sam has 7 games. Murray has 3 fewer games than Sam. How many games does Murray have?,First,Other,MultiRefQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,20,6{SPACE},NA,6{SPACE},NA,535010,Referent,22,22,Subtraction,QuestionProc,Ashleigh had 13 sweets. She gave some to you and then had 7 sweets left. How many sweets did she give away?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,13,4{SPACE},1,4{SPACE},6713,434995,Referent,23,23,Subtraction,QuestionProc,Ethan had 12 stickers but Ethan took 8 of them. How many stickers does Ethan have now?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,6,9{SPACE},1,9{SPACE},13073,315709,Referent,24,24,Subtraction,QuestionProc,Fiona has 11 cakes and Sam has 2 fewer cakes than Fiona. How many cakes does Sam have? ,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,5,14{SPACE},1,14{SPACE},9874,645052,Object,1,25,Addition,QuestionProc1,You have 8 apples and also have 6 bananas. How many pieces of fruit do you have altogether?,First,Self,MultiObjQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,14,6{SPACE},1,6{SPACE},14013,753542,Object,2,26,Addition,QuestionProc1,"You had 4 pencils, then you got 2 notepads. How many things do you have now?",First,Self,MultiObjQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,18,12{SPACE},1,12{SPACE},11757,791213,Object,3,27,Addition,QuestionProc1,You bought 5 games and 7 songs for the journey. How many things did you buy for the journey?,First,Self,MultiObjQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,24,10{SPACE},1,10{SPACE},12405,875160,Object,4,28,Addition,QuestionProc1,Altogether you have 3 sweets and 7 doughnuts. How many snacks do you have?,NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,4,8{SPACE},1,8{SPACE},11099,635150,Object,5,29,Addition,QuestionProc1,"At the competition, you won 6 stickers and 2 medals. How many prizes did you win altogether? ",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,22,10{SPACE},1,10{SPACE},4373,854308,Object,6,30,Addition,QuestionProc1,"For the party, you bought 6 cakes and 4 cookies. How many snacks did you buy altogether?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,2,5{SPACE},1,5{SPACE},7423,608212,Object,7,31,Subtraction,QuestionProc1,"You had 8 stickers and cards, but gave 3 away. How many items did you have left?",First,Self,MultiObjQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,6,4{SPACE},0,14{SPACE},9124,654211,Object,8,32,Subtraction,QuestionProc1,"You had 9 fruits altogether, a mix of grapes and oranges. If 5 were grapes, how many were oranges?",First,Self,MultiObjQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,8,7{SPACE},1,7{SPACE},11351,683319,Object,9,33,Subtraction,QuestionProc1,You have 11 toys. You have 4 fewer books than toys. How many books do you have?,First,Self,MultiObjQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,13,9{SPACE},1,9{SPACE},16102,739502,Object,10,34,Subtraction,QuestionProc1,"From the store, you bought 14 pictures and puzzles, but gave away 5. How many items did you have left?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,19,8{SPACE},0,22{SPACE},17315,808562,Object,11,35,Subtraction,QuestionProc1,"For drinks, you have a mix of 15 cartons and bottles. If 7 are cartons, how many are bottles?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,1,5{SPACE},0,17{SPACE},15621,600762,Object,12,36,Subtraction,QuestionProc1,"For the collection, you have 11 bags. You have 6 fewer boxes than bags. How many boxes do you have?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,17,8{SPACE},1,8{SPACE},9460,779427,Object,13,37,Addition,QuestionProc1,Sam has 3 stickers and also has 5 cards. How many items does he have altogether?,First,Other,MultiObjQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,16,9{SPACE},1,9{SPACE},9770,769938,Object,14,38,Addition,QuestionProc1,Sam had 5 grapes then he was given 4 oranges. How many pieces of fruit does he have now?,First,Other,MultiObjQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,12,11{SPACE},1,11{SPACE},14244,723373,Object,15,39,Addition,QuestionProc1,Sam took 4 toys and 7 books to the sleepover. How many things did he take to the sleepover altogether?,First,Other,MultiObjQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,10,14{SPACE},1,14{SPACE},8794,702025,Object,16,40,Addition,QuestionProc1,"Altogether, Sam has 5 pictures and 9 puzzles. How many items does he have?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,20,15{SPACE},1,15{SPACE},29217,837808,Object,17,41,Addition,QuestionProc1,"First Sam had 7 cartons, then he was given 8 bottles. How many drinks does he have now?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,9,11{SPACE},1,11{SPACE},9855,693202,Object,18,42,Addition,QuestionProc1,"For the collection, Sam brought 5 bags and 6 boxes. How many items did he bring altogether?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,3,6{SPACE},1,6{SPACE},15773,624024,Object,19,43,Subtraction,QuestionProc1,Sam had 14 apples and bananas but gave 8 away. How many pieces of fruit did he have left?,First,Other,MultiObjQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,21,2{SPACE},0,10{SPACE},12069,849904,Object,20,44,Subtraction,QuestionProc1,"Sam's 6-item stationery pack included both pencils and notepads. If 4 were pencils, how many were notepads?",First,Other,MultiObjQuestions
1,RyanMaths_Order1F_A,1,F,A,17,105,8,23,7{SPACE},1,7{SPACE},8392,862727,Object,21,45,Subtraction,QuestionProc1,Sam has 12 games. He has 5 fewer songs than games. How many songs does he have?,First,Other,MultiObjQuestions
